6/21/2022/6:28 PM SW ver:OXY10v3_33
Header Ch-3
Description: 
IDENTIFICATION
PHIboard number   : v1230821
PM number         : 00000000
Serial number     : S DUK 0001 000004   
MUX channel       : ON - 03

PARAMETERS
Signal LED current: 100
Ref LED current   : 063
Ref LED amplitude : 98349
Frequency         : 006
Sending interval  : 0001
Averaging         : 9
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 1
0%a.s.phase 1     : 48.84 at 024.4°C amp 007900
100.00%a.s.phase 2: 27.71 at 024.4°C amp 004200
Date   (ddmmyy)   : 121117
Pressure (mBar)   : 0974

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 974
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
6/21/2022;6:28:57 PM;0.00;6.217;27.800;4285.000;30.000
6/21/2022;6:29:08 PM;0.18;6.305;27.660;4268.000;30.000
6/21/2022;6:29:22 PM;0.42;6.262;27.730;4287.000;30.000
6/21/2022;6:29:37 PM;0.66;6.211;27.810;4306.000;30.000
6/21/2022;6:29:52 PM;0.92;6.163;27.880;4324.000;30.000
6/21/2022;6:30:07 PM;1.17;6.150;27.910;4328.000;30.000
6/21/2022;6:30:22 PM;1.42;6.173;27.870;4321.000;30.000
6/21/2022;6:30:37 PM;1.67;6.193;27.840;4312.000;30.000
6/21/2022;6:30:52 PM;1.92;6.223;27.790;4308.000;30.000
6/21/2022;6:31:07 PM;2.17;6.274;27.710;4289.000;30.000
6/21/2022;6:31:22 PM;2.42;6.258;27.730;4278.000;30.000
6/21/2022;6:31:37 PM;2.67;6.304;27.660;4279.000;30.000
6/21/2022;6:31:52 PM;2.92;6.402;27.510;4256.000;30.000
6/21/2022;6:32:07 PM;3.17;6.497;27.360;4249.000;30.000
6/21/2022;6:32:22 PM;3.42;6.307;27.660;4249.000;30.000
6/21/2022;6:32:37 PM;3.67;6.450;27.430;4232.000;30.000
6/21/2022;6:32:52 PM;3.92;6.564;27.260;4216.000;30.000
6/21/2022;6:33:07 PM;4.17;6.563;27.260;4212.000;30.000
