6/21/2022/6:28 PM SW ver:OXY10v3_33
Header Ch-5
Description: 
IDENTIFICATION
PHIboard number   : v1230823
PM number         : 00000000
Serial number     : S DUK 0001 000004   
MUX channel       : ON - 05

PARAMETERS
Signal LED current: 100
Ref LED current   : 067
Ref LED amplitude : 98535
Frequency         : 006
Sending interval  : 0001
Averaging         : 5
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 1
0%a.s.phase 1     : 49.25 at 024.4°C amp 012600
100.00%a.s.phase 2: 27.86 at 020.0°C amp 006700
Date   (ddmmyy)   : 121117
Pressure (mBar)   : 0974

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 974
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
6/21/2022;6:28:55 PM;0.00;5.774;27.710;6039.000;30.000
6/21/2022;6:28:59 PM;0.07;5.833;27.610;6031.000;30.000
6/21/2022;6:29:09 PM;0.24;5.912;27.480;6001.000;30.000
6/21/2022;6:29:24 PM;0.48;5.729;27.790;6049.000;30.000
6/21/2022;6:29:39 PM;0.73;5.820;27.630;6081.000;30.000
6/21/2022;6:29:54 PM;0.98;5.767;27.720;6103.000;30.000
6/21/2022;6:30:09 PM;1.23;5.770;27.720;6093.000;30.000
6/21/2022;6:30:24 PM;1.48;5.722;27.800;6101.000;30.000
6/21/2022;6:30:39 PM;1.73;5.703;27.840;6102.000;30.000
6/21/2022;6:30:54 PM;1.98;5.728;27.790;6077.000;30.000
6/21/2022;6:31:09 PM;2.23;5.771;27.720;6091.000;30.000
6/21/2022;6:31:24 PM;2.48;5.754;27.750;6077.000;30.000
6/21/2022;6:31:39 PM;2.73;5.823;27.630;6061.000;30.000
6/21/2022;6:31:54 PM;2.98;5.800;27.670;6059.000;30.000
6/21/2022;6:32:09 PM;3.23;5.913;27.470;6054.000;30.000
6/21/2022;6:32:24 PM;3.48;5.888;27.520;6026.000;30.000
6/21/2022;6:32:39 PM;3.73;5.913;27.470;6014.000;30.000
6/21/2022;6:32:54 PM;3.98;5.894;27.510;6006.000;30.000
6/21/2022;6:33:09 PM;4.23;5.985;27.350;5988.000;30.000
6/21/2022;6:33:24 PM;4.48;6.001;27.330;5967.000;30.000
6/21/2022;6:33:39 PM;4.73;6.047;27.250;5962.000;30.000
6/21/2022;6:33:54 PM;4.98;6.066;27.220;5941.000;30.000
6/21/2022;6:34:09 PM;5.23;6.062;27.220;5937.000;30.000
6/21/2022;6:34:24 PM;5.48;6.165;27.060;5928.000;30.000
6/21/2022;6:34:39 PM;5.73;6.003;27.320;5925.000;30.000
6/21/2022;6:34:54 PM;5.98;6.079;27.200;5918.000;30.000
6/21/2022;6:35:09 PM;6.23;6.034;27.270;5927.000;30.000
6/21/2022;6:35:24 PM;6.48;6.167;27.050;5910.000;30.000
6/21/2022;6:35:39 PM;6.73;6.097;27.170;5919.000;30.000
6/21/2022;6:35:54 PM;6.98;6.149;27.080;5915.000;30.000
6/21/2022;6:36:09 PM;7.23;6.111;27.140;5903.000;30.000
6/21/2022;6:36:24 PM;7.48;6.120;27.130;5903.000;30.000
6/21/2022;6:36:39 PM;7.73;6.071;27.210;5894.000;30.000
6/21/2022;6:36:54 PM;7.98;6.080;27.200;5907.000;30.000
6/21/2022;6:37:09 PM;8.23;6.152;27.080;5901.000;30.000
6/21/2022;6:37:24 PM;8.48;6.133;27.110;5910.000;30.000
6/21/2022;6:37:39 PM;8.73;6.141;27.100;5904.000;30.000
6/21/2022;6:37:54 PM;8.98;6.209;26.990;5912.000;30.000
6/21/2022;6:38:09 PM;9.23;6.158;27.070;5907.000;30.000
6/21/2022;6:38:24 PM;9.48;6.166;27.060;5911.000;30.000
6/21/2022;6:38:39 PM;9.73;6.158;27.070;5904.000;30.000
6/21/2022;6:38:54 PM;9.98;6.133;27.110;5914.000;30.000
6/21/2022;6:39:09 PM;10.23;6.107;27.150;5902.000;30.000
6/21/2022;6:39:24 PM;10.48;6.192;27.010;5900.000;30.000
6/21/2022;6:39:39 PM;10.73;6.170;27.050;5881.000;30.000
6/21/2022;6:39:54 PM;10.98;6.205;26.990;5902.000;30.000
6/21/2022;6:40:09 PM;11.23;6.173;27.040;5898.000;30.000
6/21/2022;6:40:24 PM;11.48;6.145;27.090;5885.000;30.000
6/21/2022;6:40:39 PM;11.73;6.202;27.000;5895.000;30.000
6/21/2022;6:40:54 PM;11.98;6.133;27.110;5896.000;30.000
6/21/2022;6:41:09 PM;12.23;6.133;27.110;5898.000;30.000
6/21/2022;6:41:24 PM;12.48;6.184;27.030;5887.000;30.000
6/21/2022;6:41:39 PM;12.73;6.168;27.050;5894.000;30.000
6/21/2022;6:41:54 PM;12.98;6.170;27.050;5899.000;30.000
6/21/2022;6:42:09 PM;13.23;6.113;27.140;5894.000;30.000
6/21/2022;6:42:24 PM;13.48;6.157;27.070;5905.000;30.000
6/21/2022;6:42:39 PM;13.73;6.197;27.010;5900.000;30.000
6/21/2022;6:42:54 PM;13.98;6.158;27.070;5883.000;30.000
6/21/2022;6:43:09 PM;14.23;6.205;26.990;5887.000;30.000
6/21/2022;6:43:24 PM;14.48;6.302;26.840;5836.000;30.000
6/21/2022;6:43:39 PM;14.73;6.287;26.860;5833.000;30.000
6/21/2022;6:43:54 PM;14.98;6.317;26.810;5809.000;30.000
6/21/2022;6:44:09 PM;15.23;6.346;26.770;5811.000;30.000
6/21/2022;6:44:24 PM;15.48;6.381;26.710;5814.000;30.000
6/21/2022;6:44:39 PM;15.73;6.308;26.830;5832.000;30.000
6/21/2022;6:44:54 PM;15.98;6.263;26.900;5851.000;30.000
6/21/2022;6:45:09 PM;16.23;6.266;26.900;5869.000;30.000
6/21/2022;6:45:24 PM;16.48;6.184;27.030;5867.000;30.000
6/21/2022;6:45:39 PM;16.73;6.253;26.920;5880.000;30.000
6/21/2022;6:45:54 PM;16.98;6.165;27.060;5881.000;30.000
6/21/2022;6:46:09 PM;17.23;6.218;26.970;5885.000;30.000
6/21/2022;6:46:24 PM;17.48;6.211;26.980;5887.000;30.000
6/21/2022;6:46:39 PM;17.73;6.209;26.990;5893.000;30.000
6/21/2022;6:46:54 PM;17.98;6.157;27.070;5888.000;30.000
6/21/2022;6:47:09 PM;18.23;6.170;27.050;5874.000;30.000
6/21/2022;6:47:24 PM;18.48;6.265;26.900;5865.000;30.000
6/21/2022;6:47:39 PM;18.73;6.280;26.870;5867.000;30.000
6/21/2022;6:47:54 PM;18.98;6.270;26.890;5851.000;30.000
6/21/2022;6:48:09 PM;19.23;6.309;26.830;5857.000;30.000
6/21/2022;6:48:24 PM;19.48;6.219;26.970;5859.000;30.000
6/21/2022;6:48:39 PM;19.73;6.297;26.850;5858.000;30.000
6/21/2022;6:48:54 PM;19.98;6.304;26.830;5848.000;30.000
6/21/2022;6:49:09 PM;20.23;6.253;26.920;5857.000;30.000
6/21/2022;6:49:24 PM;20.48;6.221;26.970;5856.000;30.000
6/21/2022;6:49:39 PM;20.73;6.292;26.850;5853.000;30.000
6/21/2022;6:49:54 PM;20.98;6.239;26.940;5847.000;30.000
6/21/2022;6:50:09 PM;21.23;6.229;26.950;5855.000;30.000
6/21/2022;6:50:24 PM;21.48;6.214;26.980;5847.000;30.000
