6/24/2022/12:53 AM SW ver:OXY10v3_33
Header Ch-1
Description: 
IDENTIFICATION
PHIboard number   : v1230819
PM number         : 00000000
Serial number     : S DUK 0001 000004   
MUX channel       : ON - 01

PARAMETERS
Signal LED current: 100
Ref LED current   : 050
Ref LED amplitude : 102326
Frequency         : 006
Sending interval  : 0001
Averaging         : 5
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 1
0%a.s.phase 1     : 44.82 at 024.7°C amp 013100
100.00%a.s.phase 2: 28.42 at 024.7°C amp 007800
Date   (ddmmyy)   : 121117
Pressure (mBar)   : 0973

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 973
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
6/24/2022;12:53:42 AM;0.00;6.316;27.940;7492.000;30.000
6/24/2022;12:53:57 AM;0.25;6.492;27.690;7402.000;30.000
6/24/2022;12:54:12 AM;0.50;6.466;27.730;7378.000;30.000
6/24/2022;12:54:27 AM;0.75;6.374;27.860;7439.000;30.000
6/24/2022;12:54:42 AM;1.00;6.385;27.840;7478.000;30.000
6/24/2022;12:54:57 AM;1.25;6.341;27.900;7480.000;30.000
6/24/2022;12:55:12 AM;1.50;6.314;27.940;7470.000;30.000
6/24/2022;12:55:27 AM;1.75;6.337;27.910;7471.000;30.000
6/24/2022;12:55:42 AM;2.00;6.450;27.750;7452.000;30.000
6/24/2022;12:55:57 AM;2.25;6.343;27.900;7447.000;30.000
6/24/2022;12:56:12 AM;2.50;6.372;27.860;7433.000;30.000
6/24/2022;12:56:27 AM;2.75;6.427;27.780;7424.000;30.000
6/24/2022;12:56:42 AM;3.00;6.432;27.770;7394.000;30.000
6/24/2022;12:56:57 AM;3.25;6.512;27.660;7374.000;30.000
6/24/2022;12:57:12 AM;3.50;6.579;27.570;7363.000;30.000
6/24/2022;12:57:27 AM;3.75;6.558;27.600;7348.000;30.000
6/24/2022;12:57:42 AM;4.00;6.617;27.520;7335.000;30.000
6/24/2022;12:57:57 AM;4.25;6.635;27.490;7316.000;30.000
6/24/2022;12:58:12 AM;4.50;6.740;27.350;7283.000;30.000
6/24/2022;12:58:27 AM;4.75;6.730;27.360;7268.000;30.000
6/24/2022;12:58:42 AM;5.00;6.749;27.330;7267.000;30.000
6/24/2022;12:58:57 AM;5.25;6.817;27.240;7254.000;30.000
6/24/2022;12:59:12 AM;5.50;6.798;27.270;7259.000;30.000
6/24/2022;12:59:27 AM;5.75;6.794;27.270;7247.000;30.000
6/24/2022;12:59:42 AM;6.00;6.811;27.250;7239.000;30.000
6/24/2022;12:59:57 AM;6.25;6.870;27.170;7259.000;30.000
6/24/2022;1:00:12 AM;6.50;6.860;27.190;7226.000;30.000
6/24/2022;1:00:27 AM;6.75;6.836;27.220;7239.000;30.000
6/24/2022;1:00:42 AM;7.00;6.883;27.160;7235.000;30.000
6/24/2022;1:00:57 AM;7.25;6.804;27.260;7236.000;30.000
6/24/2022;1:01:12 AM;7.50;6.878;27.160;7226.000;30.000
6/24/2022;1:01:27 AM;7.75;6.792;27.280;7232.000;30.000
6/24/2022;1:01:42 AM;8.00;6.815;27.250;7231.000;30.000
6/24/2022;1:01:57 AM;8.25;6.856;27.190;7235.000;30.000
6/24/2022;1:02:12 AM;8.50;6.806;27.260;7238.000;30.000
6/24/2022;1:02:27 AM;8.75;6.834;27.220;7238.000;30.000
6/24/2022;1:02:42 AM;9.00;6.837;27.220;7224.000;30.000
6/24/2022;1:02:57 AM;9.25;6.850;27.200;7221.000;30.000
6/24/2022;1:03:12 AM;9.50;6.865;27.180;7226.000;30.000
6/24/2022;1:03:27 AM;9.75;6.848;27.200;7227.000;30.000
6/24/2022;1:03:42 AM;10.00;6.864;27.180;7221.000;30.000
6/24/2022;1:03:57 AM;10.25;6.774;27.300;7221.000;30.000
6/24/2022;1:04:12 AM;10.50;6.803;27.260;7210.000;30.000
6/24/2022;1:04:27 AM;10.75;6.904;27.130;7208.000;30.000
6/24/2022;1:04:42 AM;11.00;6.865;27.180;7219.000;30.000
6/24/2022;1:04:57 AM;11.25;6.849;27.200;7214.000;30.000
6/24/2022;1:05:12 AM;11.50;6.849;27.200;7217.000;30.000
6/24/2022;1:05:27 AM;11.75;6.883;27.160;7214.000;30.000
6/24/2022;1:05:42 AM;12.00;6.857;27.190;7214.000;30.000
6/24/2022;1:05:57 AM;12.25;6.830;27.230;7207.000;30.000
6/24/2022;1:06:12 AM;12.50;6.769;27.310;7203.000;30.000
6/24/2022;1:06:27 AM;12.75;6.836;27.220;7196.000;30.000
6/24/2022;1:06:42 AM;13.00;6.790;27.280;7187.000;30.000
6/24/2022;1:06:57 AM;13.25;6.860;27.190;7209.000;30.000
6/24/2022;1:07:12 AM;13.50;6.813;27.250;7187.000;30.000
6/24/2022;1:07:27 AM;13.75;6.769;27.310;7204.000;30.000
