6/24/2022/12:53 AM SW ver:OXY10v3_33
Header Ch-5
Description: 
IDENTIFICATION
PHIboard number   : v1230823
PM number         : 00000000
Serial number     : S DUK 0001 000004   
MUX channel       : ON - 05

PARAMETERS
Signal LED current: 100
Ref LED current   : 067
Ref LED amplitude : 97938
Frequency         : 006
Sending interval  : 0001
Averaging         : 6
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 1
0%a.s.phase 1     : 50.23 at 024.7°C amp 012700
100.00%a.s.phase 2: 27.49 at 024.7°C amp 006500
Date   (ddmmyy)   : 121117
Pressure (mBar)   : 0973

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 973
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
6/24/2022;12:53:40 AM;0.00;6.467;27.380;5996.000;30.000
6/24/2022;12:53:45 AM;0.10;6.463;27.390;5977.000;30.000
6/24/2022;12:54:00 AM;0.34;6.626;27.140;5922.000;30.000
6/24/2022;12:54:15 AM;0.59;6.561;27.240;5947.000;30.000
6/24/2022;12:54:30 AM;0.85;6.444;27.420;5995.000;30.000
6/24/2022;12:54:45 AM;1.09;6.368;27.540;6014.000;30.000
6/24/2022;12:55:00 AM;1.35;6.424;27.450;6039.000;30.000
6/24/2022;12:55:15 AM;1.59;6.367;27.540;6041.000;30.000
6/24/2022;12:55:30 AM;1.84;6.265;27.700;6029.000;30.000
6/24/2022;12:55:45 AM;2.09;6.440;27.420;6011.000;30.000
6/24/2022;12:56:00 AM;2.34;6.455;27.400;6006.000;30.000
6/24/2022;12:56:15 AM;2.59;6.380;27.520;6002.000;30.000
6/24/2022;12:56:30 AM;2.85;6.438;27.430;5989.000;30.000
6/24/2022;12:56:45 AM;3.09;6.554;27.250;5971.000;30.000
6/24/2022;12:57:00 AM;3.34;6.562;27.230;5961.000;30.000
6/24/2022;12:57:15 AM;3.60;6.590;27.190;5944.000;30.000
6/24/2022;12:57:30 AM;3.85;6.580;27.210;5942.000;30.000
6/24/2022;12:57:45 AM;4.10;6.616;27.150;5924.000;30.000
6/24/2022;12:58:00 AM;4.35;6.715;27.000;5899.000;30.000
6/24/2022;12:58:15 AM;4.60;6.730;26.980;5887.000;30.000
6/24/2022;12:58:30 AM;4.85;6.833;26.820;5867.000;30.000
6/24/2022;12:58:45 AM;5.10;6.689;27.040;5863.000;30.000
6/24/2022;12:59:00 AM;5.35;6.732;26.970;5850.000;30.000
6/24/2022;12:59:15 AM;5.60;6.797;26.880;5857.000;30.000
6/24/2022;12:59:30 AM;5.85;6.827;26.830;5845.000;30.000
6/24/2022;12:59:45 AM;6.10;6.901;26.720;5836.000;30.000
6/24/2022;1:00:00 AM;6.35;6.721;26.990;5855.000;30.000
6/24/2022;1:00:15 AM;6.60;6.784;26.900;5851.000;30.000
6/24/2022;1:00:30 AM;6.84;6.921;26.700;5837.000;30.000
6/24/2022;1:00:45 AM;7.10;6.762;26.930;5850.000;30.000
6/24/2022;1:01:00 AM;7.35;6.781;26.900;5838.000;30.000
6/24/2022;1:01:15 AM;7.60;6.760;26.930;5850.000;30.000
6/24/2022;1:01:30 AM;7.85;6.821;26.840;5845.000;30.000
6/24/2022;1:01:45 AM;8.10;6.844;26.810;5839.000;30.000
6/24/2022;1:02:00 AM;8.35;6.854;26.790;5823.000;30.000
6/24/2022;1:02:15 AM;8.60;6.936;26.670;5839.000;30.000
6/24/2022;1:02:30 AM;8.85;6.773;26.910;5833.000;30.000
6/24/2022;1:02:45 AM;9.10;6.838;26.820;5828.000;30.000
6/24/2022;1:03:00 AM;9.35;6.899;26.730;5832.000;30.000
6/24/2022;1:03:15 AM;9.59;6.784;26.900;5824.000;30.000
6/24/2022;1:03:30 AM;9.85;6.830;26.830;5834.000;30.000
6/24/2022;1:03:45 AM;10.10;6.836;26.820;5832.000;30.000
6/24/2022;1:04:00 AM;10.35;6.794;26.880;5820.000;30.000
6/24/2022;1:04:15 AM;10.60;6.904;26.720;5825.000;30.000
6/24/2022;1:04:30 AM;10.85;6.839;26.810;5831.000;30.000
6/24/2022;1:04:45 AM;11.10;6.831;26.830;5826.000;30.000
6/24/2022;1:05:00 AM;11.35;6.757;26.940;5818.000;30.000
6/24/2022;1:05:15 AM;11.60;6.816;26.850;5828.000;30.000
6/24/2022;1:05:30 AM;11.85;6.807;26.860;5834.000;30.000
6/24/2022;1:05:45 AM;12.10;6.883;26.750;5838.000;30.000
6/24/2022;1:06:00 AM;12.35;6.774;26.910;5827.000;30.000
6/24/2022;1:06:15 AM;12.60;6.764;26.930;5828.000;30.000
6/24/2022;1:06:30 AM;12.85;6.770;26.920;5840.000;30.000
6/24/2022;1:06:45 AM;13.10;6.867;26.770;5838.000;30.000
6/24/2022;1:07:00 AM;13.35;6.725;26.980;5834.000;30.000
6/24/2022;1:07:15 AM;13.60;6.886;26.750;5838.000;30.000
6/24/2022;1:07:30 AM;13.85;6.816;26.850;5841.000;30.000
6/24/2022;1:07:45 AM;14.10;6.796;26.880;5833.000;30.000
6/24/2022;1:08:00 AM;14.35;6.835;26.820;5826.000;30.000
6/24/2022;1:08:15 AM;14.60;6.928;26.690;5787.000;30.000
6/24/2022;1:08:30 AM;14.85;6.955;26.650;5763.000;30.000
6/24/2022;1:08:45 AM;15.10;7.056;26.500;5753.000;30.000
6/24/2022;1:09:00 AM;15.35;7.121;26.410;5740.000;30.000
6/24/2022;1:09:15 AM;15.60;7.000;26.580;5754.000;30.000
6/24/2022;1:09:30 AM;15.85;6.992;26.590;5766.000;30.000
6/24/2022;1:09:45 AM;16.10;6.992;26.590;5778.000;30.000
6/24/2022;1:10:00 AM;16.35;6.847;26.800;5802.000;30.000
6/24/2022;1:10:15 AM;16.60;6.970;26.620;5806.000;30.000
6/24/2022;1:10:30 AM;16.85;6.950;26.650;5824.000;30.000
6/24/2022;1:10:45 AM;17.10;6.882;26.750;5821.000;30.000
6/24/2022;1:11:00 AM;17.35;6.825;26.840;5832.000;30.000
6/24/2022;1:11:15 AM;17.60;6.833;26.820;5826.000;30.000
6/24/2022;1:11:30 AM;17.85;6.914;26.710;5827.000;30.000
6/24/2022;1:11:45 AM;18.10;6.898;26.730;5832.000;30.000
6/24/2022;1:12:00 AM;18.35;6.853;26.790;5830.000;30.000
6/24/2022;1:12:15 AM;18.60;6.800;26.870;5826.000;30.000
6/24/2022;1:12:30 AM;18.85;6.925;26.690;5803.000;30.000
6/24/2022;1:12:45 AM;19.10;6.994;26.590;5794.000;30.000
6/24/2022;1:13:00 AM;19.35;6.906;26.720;5790.000;30.000
6/24/2022;1:13:15 AM;19.60;6.943;26.660;5800.000;30.000
6/24/2022;1:13:30 AM;19.85;6.922;26.690;5800.000;30.000
6/24/2022;1:13:45 AM;20.10;7.004;26.570;5791.000;30.000
6/24/2022;1:14:00 AM;20.35;6.986;26.600;5792.000;30.000
6/24/2022;1:14:15 AM;20.60;6.914;26.710;5782.000;30.000
6/24/2022;1:14:30 AM;20.85;6.970;26.620;5792.000;30.000
6/24/2022;1:14:45 AM;21.10;6.938;26.670;5789.000;30.000
6/24/2022;1:15:00 AM;21.35;6.859;26.790;5783.000;30.000
6/24/2022;1:15:15 AM;21.60;6.966;26.630;5797.000;30.000
6/24/2022;1:15:30 AM;21.85;6.901;26.720;5802.000;30.000
6/24/2022;1:15:45 AM;22.10;6.995;26.590;5795.000;30.000
6/24/2022;1:16:00 AM;22.35;6.951;26.650;5806.000;30.000
6/24/2022;1:16:15 AM;22.60;7.014;26.560;5794.000;30.000
