"","id","statistic","p.value","r.squared","adj.r.squared","sigma","df","logLik","AIC","BIC","deviance","df.residual","nobs","term","estimate","std.error"
"122","28",-11.0261726083996,7.25993433419973e-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)3",-0.00172668489700605,0.000156598754466321
"123","28",-7.64707620190806,4.52829032761304e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)5",-1.31902275736991e-06,1.72487199361345e-07
"124","28",-5.19060330990037,2.50268551757394e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)7",-1.44510551141287e-10,2.78408004837613e-11
"125","28",-3.42658828142041,0.00063420374903215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)9",-2.01814071110793e-15,5.88965042007135e-16
"126","28",2.74829141602921,0.00609039056598401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)10",2.37713189514161e-18,8.64948993864758e-19
"127","28",4.23345641021762,2.49676613643396e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)8",7.25701343912361e-13,1.71420530552966e-13
"128","28",6.320709260565,3.80055781253185e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)6",1.74642116099765e-08,2.76301454315199e-09
"129","28",9.19866169080327,1.81620366044515e-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)4",6.18135433984157e-05,6.71984093731985e-06
"130","28",13.1870147870836,6.26150770589379e-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poly(logtime, 10, raw = TRUE)2",0.0263225836983729,0.0019960987473947
"131","28",485.319827069484,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Intercept)",10.7068997733533,0.0220615338095807
