6/21/2022/3:08 PM SW ver:OXY10v3_33
Header Ch-7
Description: 
IDENTIFICATION
PHIboard number   : v1230825
PM number         : 00000000
Serial number     : S DUK 0001 000004   
MUX channel       : ON - 07

PARAMETERS
Signal LED current: 100
Ref LED current   : 060
Ref LED amplitude : 100572
Frequency         : 006
Sending interval  : 0001
Averaging         : 4
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 1
0%a.s.phase 1     : 45.43 at 024.4°C amp 015200
100.00%a.s.phase 2: 29.89 at 024.4°C amp 009500
Date   (ddmmyy)   : 180216
Pressure (mBar)   : 0974

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 974
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
6/21/2022;3:08:21 PM;0.00;7.265;27.880;9377.000;30.000
6/21/2022;3:08:28 PM;0.11;6.336;28.230;4057.000;30.000
6/21/2022;3:08:43 PM;0.37;7.470;27.630;9270.000;30.000
6/21/2022;3:08:58 PM;0.62;7.345;27.780;9338.000;30.000
6/21/2022;3:09:13 PM;0.87;7.191;27.980;9438.000;30.000
6/21/2022;3:09:28 PM;1.12;7.107;28.090;9459.000;30.000
6/21/2022;3:09:43 PM;1.37;7.060;28.150;9471.000;30.000
6/21/2022;3:09:58 PM;1.62;7.149;28.030;9478.000;30.000
6/21/2022;3:10:13 PM;1.87;7.102;28.090;9478.000;30.000
6/21/2022;3:10:28 PM;2.12;7.082;28.120;9475.000;30.000
6/21/2022;3:10:43 PM;2.37;7.118;28.070;9461.000;30.000
6/21/2022;3:10:58 PM;2.62;7.149;28.030;9445.000;30.000
6/21/2022;3:11:13 PM;2.87;7.134;28.050;9431.000;30.000
6/21/2022;3:11:28 PM;3.12;7.181;27.990;9406.000;30.000
6/21/2022;3:11:43 PM;3.37;7.156;28.020;9380.000;30.000
6/21/2022;3:11:58 PM;3.62;7.200;27.970;9363.000;30.000
6/21/2022;3:12:13 PM;3.87;7.223;27.940;9354.000;30.000
6/21/2022;3:12:28 PM;4.12;7.277;27.870;9341.000;30.000
6/21/2022;3:12:43 PM;4.37;7.239;27.920;9312.000;30.000
6/21/2022;3:12:58 PM;4.62;7.279;27.870;9302.000;30.000
6/21/2022;3:13:13 PM;4.87;7.382;27.740;9258.000;30.000
6/21/2022;3:13:28 PM;5.12;7.357;27.770;9216.000;30.000
6/21/2022;3:13:43 PM;5.37;7.426;27.680;9220.000;30.000
6/21/2022;3:13:58 PM;5.62;7.459;27.640;9213.000;30.000
6/21/2022;3:14:13 PM;5.87;7.489;27.600;9192.000;30.000
6/21/2022;3:14:28 PM;6.12;7.479;27.610;9182.000;30.000
6/21/2022;3:14:43 PM;6.37;7.467;27.630;9192.000;30.000
6/21/2022;3:14:58 PM;6.62;7.501;27.590;9156.000;30.000
6/21/2022;3:15:13 PM;6.87;7.544;27.540;9163.000;30.000
6/21/2022;3:15:28 PM;7.12;7.496;27.590;9156.000;30.000
6/21/2022;3:15:43 PM;7.37;7.575;27.500;9136.000;30.000
6/21/2022;3:15:58 PM;7.62;7.492;27.600;9135.000;30.000
6/21/2022;3:16:13 PM;7.87;7.474;27.620;9127.000;30.000
6/21/2022;3:16:28 PM;8.12;7.554;27.520;9127.000;30.000
6/21/2022;3:16:43 PM;8.37;7.557;27.520;9125.000;30.000
6/21/2022;3:16:58 PM;8.62;7.485;27.610;9129.000;30.000
6/21/2022;3:17:13 PM;8.87;7.562;27.510;9110.000;30.000
6/21/2022;3:17:28 PM;9.12;7.511;27.580;9103.000;30.000
6/21/2022;3:17:43 PM;9.37;7.504;27.580;9117.000;30.000
6/21/2022;3:17:58 PM;9.62;7.520;27.560;9106.000;30.000
6/21/2022;3:18:13 PM;9.87;7.473;27.620;9106.000;30.000
6/21/2022;3:18:28 PM;10.12;7.515;27.570;9102.000;30.000
6/21/2022;3:18:43 PM;10.37;7.554;27.520;9077.000;30.000
6/21/2022;3:18:58 PM;10.62;7.623;27.440;9066.000;30.000
6/21/2022;3:19:13 PM;10.87;7.535;27.550;9069.000;30.000
6/21/2022;3:19:28 PM;11.12;7.510;27.580;9081.000;30.000
6/21/2022;3:19:43 PM;11.37;7.482;27.610;9081.000;30.000
6/21/2022;3:19:58 PM;11.62;7.580;27.490;9071.000;30.000
6/21/2022;3:20:13 PM;11.87;7.581;27.490;9064.000;30.000
6/21/2022;3:20:28 PM;12.12;7.557;27.520;9075.000;30.000
6/21/2022;3:20:43 PM;12.37;7.494;27.600;9059.000;30.000
6/21/2022;3:20:58 PM;12.62;7.522;27.560;9077.000;30.000
6/21/2022;3:21:13 PM;12.87;7.614;27.450;9070.000;30.000
6/21/2022;3:21:28 PM;13.12;7.575;27.500;9069.000;30.000
6/21/2022;3:21:43 PM;13.37;7.552;27.530;9063.000;30.000
6/21/2022;3:21:58 PM;13.62;7.623;27.440;9066.000;30.000
6/21/2022;3:22:13 PM;13.87;7.533;27.550;9066.000;30.000
6/21/2022;3:22:28 PM;14.12;7.512;27.570;9068.000;30.000
6/21/2022;3:22:43 PM;14.37;7.604;27.460;9039.000;30.000
6/21/2022;3:22:58 PM;14.62;7.790;27.240;8961.000;30.000
6/21/2022;3:23:13 PM;14.87;7.699;27.350;8912.000;30.000
6/21/2022;3:23:28 PM;15.12;7.825;27.200;8901.000;30.000
