6/23/2022/9:53 PM SW ver:OXY10v3_33
Header Ch-10
Description: 
IDENTIFICATION
PHIboard number   : v1230828
PM number         : 00000000
Serial number     : S DUK 0001 000004   
MUX channel       : ON - 10

PARAMETERS
Signal LED current: 100
Ref LED current   : 070
Ref LED amplitude : 95452
Frequency         : 006
Sending interval  : 0001
Averaging         : 8
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 1
0%a.s.phase 1     : 53.99 at 024.7°C amp 009500
100.00%a.s.phase 2: 27.39 at 024.7°C amp 004500
Date   (ddmmyy)   : 180216
Pressure (mBar)   : 0973

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 973
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
6/23/2022;9:53:16 PM;0.00;6.941;26.780;4063.000;30.000
6/23/2022;9:53:17 PM;0.02;6.946;26.770;4050.000;30.000
6/23/2022;9:53:29 PM;0.22;6.979;26.720;4049.000;30.000
6/23/2022;9:53:44 PM;0.47;7.038;26.630;4047.000;30.000
6/23/2022;9:53:59 PM;0.72;7.077;26.570;4057.000;30.000
6/23/2022;9:54:14 PM;0.97;7.001;26.680;4057.000;30.000
6/23/2022;9:54:29 PM;1.22;6.960;26.750;4055.000;30.000
6/23/2022;9:54:44 PM;1.47;7.027;26.650;4052.000;30.000
6/23/2022;9:54:59 PM;1.72;7.024;26.650;4047.000;30.000
6/23/2022;9:55:14 PM;1.97;6.998;26.690;4061.000;30.000
6/23/2022;9:55:29 PM;2.22;6.953;26.760;4059.000;30.000
6/23/2022;9:55:44 PM;2.47;7.000;26.690;4047.000;30.000
6/23/2022;9:55:59 PM;2.72;6.980;26.720;4058.000;30.000
6/23/2022;9:56:14 PM;2.97;7.042;26.620;4059.000;30.000
6/23/2022;9:56:29 PM;3.22;6.973;26.730;4047.000;30.000
6/23/2022;9:56:44 PM;3.47;6.972;26.730;4052.000;30.000
6/23/2022;9:56:59 PM;3.72;7.017;26.660;4051.000;30.000
6/23/2022;9:57:14 PM;3.97;7.018;26.660;4057.000;30.000
6/23/2022;9:57:29 PM;4.22;7.034;26.640;4052.000;30.000
6/23/2022;9:57:44 PM;4.47;6.975;26.720;4049.000;30.000
6/23/2022;9:57:59 PM;4.72;7.059;26.600;4056.000;30.000
6/23/2022;9:58:14 PM;4.97;7.061;26.590;4029.000;30.000
6/23/2022;9:58:29 PM;5.22;7.133;26.490;4004.000;30.000
6/23/2022;9:58:44 PM;5.47;7.218;26.370;3996.000;30.000
6/23/2022;9:58:59 PM;5.72;7.098;26.540;3998.000;30.000
6/23/2022;9:59:14 PM;5.97;7.195;26.400;3995.000;30.000
6/23/2022;9:59:29 PM;6.22;7.207;26.380;3997.000;30.000
6/23/2022;9:59:44 PM;6.47;7.166;26.440;3997.000;30.000
6/23/2022;9:59:59 PM;6.72;7.155;26.460;4005.000;30.000
6/23/2022;10:00:14 PM;6.97;7.197;26.400;4014.000;30.000
6/23/2022;10:00:29 PM;7.22;7.145;26.470;4018.000;30.000
