6/23/2022/3:47 PM SW ver:OXY10v3_33
Header Ch-3
Description: 
IDENTIFICATION
PHIboard number   : v1230821
PM number         : 00000000
Serial number     : S DUK 0001 000004   
MUX channel       : ON - 03

PARAMETERS
Signal LED current: 100
Ref LED current   : 063
Ref LED amplitude : 98491
Frequency         : 006
Sending interval  : 0001
Averaging         : 9
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 1
0%a.s.phase 1     : 50.86 at 024.7°C amp 008500
100.00%a.s.phase 2: 28.07 at 024.7°C amp 004400
Date   (ddmmyy)   : 121117
Pressure (mBar)   : 0973

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 973
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
6/23/2022;3:47:34 PM;0.00;6.696;27.600;4005.000;30.000
6/23/2022;3:47:49 PM;0.25;6.831;27.390;4008.000;30.000
6/23/2022;3:48:04 PM;0.50;6.778;27.470;4008.000;30.000
6/23/2022;3:48:19 PM;0.75;6.679;27.620;4016.000;30.000
6/23/2022;3:48:34 PM;1.00;6.778;27.470;4004.000;30.000
6/23/2022;3:48:49 PM;1.25;6.808;27.430;4011.000;30.000
6/23/2022;3:49:04 PM;1.50;6.672;27.630;4013.000;30.000
6/23/2022;3:49:19 PM;1.75;6.754;27.510;4013.000;30.000
6/23/2022;3:49:34 PM;2.00;6.639;27.680;4010.000;30.000
6/23/2022;3:49:49 PM;2.25;6.748;27.520;4012.000;30.000
6/23/2022;3:50:04 PM;2.50;6.677;27.630;4015.000;30.000
6/23/2022;3:50:19 PM;2.75;6.812;27.420;4010.000;30.000
6/23/2022;3:50:34 PM;3.00;6.770;27.490;4010.000;30.000
6/23/2022;3:50:49 PM;3.25;6.650;27.670;4011.000;30.000
6/23/2022;3:51:04 PM;3.50;6.739;27.530;4009.000;30.000
6/23/2022;3:51:19 PM;3.75;6.682;27.620;4008.000;30.000
6/23/2022;3:51:34 PM;4.00;6.790;27.460;4016.000;30.000
6/23/2022;3:51:49 PM;4.25;6.752;27.510;4015.000;30.000
6/23/2022;3:52:04 PM;4.50;6.731;27.540;4016.000;30.000
6/23/2022;3:52:19 PM;4.75;6.733;27.540;4016.000;30.000
6/23/2022;3:52:34 PM;5.00;6.721;27.560;4018.000;30.000
6/23/2022;3:52:49 PM;5.25;6.689;27.610;4023.000;30.000
6/23/2022;3:53:04 PM;5.50;6.621;27.710;4019.000;30.000
6/23/2022;3:53:19 PM;5.75;6.668;27.640;4021.000;30.000
6/23/2022;3:53:34 PM;6.00;6.637;27.690;4010.000;30.000
6/23/2022;3:53:49 PM;6.25;6.675;27.630;4010.000;30.000
6/23/2022;3:54:04 PM;6.50;6.665;27.650;4008.000;30.000
6/23/2022;3:54:19 PM;6.75;6.819;27.410;4012.000;30.000
6/23/2022;3:54:34 PM;7.00;6.733;27.540;4016.000;30.000
6/23/2022;3:54:49 PM;7.25;6.740;27.530;4010.000;30.000
6/23/2022;3:55:04 PM;7.50;6.778;27.470;4014.000;30.000
6/23/2022;3:55:19 PM;7.75;6.677;27.630;4016.000;30.000
6/23/2022;3:55:34 PM;8.00;6.825;27.400;4014.000;30.000
6/23/2022;3:55:49 PM;8.25;6.754;27.510;4008.000;30.000
6/23/2022;3:56:04 PM;8.50;6.650;27.670;4008.000;30.000
6/23/2022;3:56:19 PM;8.75;6.671;27.640;4005.000;30.000
6/23/2022;3:56:34 PM;9.00;6.681;27.620;4002.000;30.000
6/23/2022;3:56:49 PM;9.25;6.660;27.650;4015.000;30.000
6/23/2022;3:57:04 PM;9.50;6.733;27.540;4003.000;30.000
6/23/2022;3:57:19 PM;9.75;6.680;27.620;4007.000;30.000
6/23/2022;3:57:34 PM;10.00;6.823;27.410;4018.000;30.000
6/23/2022;3:57:49 PM;10.25;6.673;27.630;4004.000;30.000
6/23/2022;3:58:04 PM;10.50;6.681;27.620;4004.000;30.000
6/23/2022;3:58:19 PM;10.75;6.774;27.480;4011.000;30.000
6/23/2022;3:58:34 PM;11.00;6.770;27.490;4010.000;30.000
6/23/2022;3:58:49 PM;11.25;6.717;27.570;4015.000;30.000
6/23/2022;3:59:04 PM;11.50;6.779;27.470;4002.000;30.000
6/23/2022;3:59:19 PM;11.75;6.706;27.580;4011.000;30.000
6/23/2022;3:59:34 PM;12.00;6.684;27.620;4013.000;30.000
6/23/2022;3:59:49 PM;12.25;6.697;27.600;4013.000;30.000
6/23/2022;4:00:04 PM;12.50;6.719;27.560;4020.000;30.000
6/23/2022;4:00:19 PM;12.75;6.713;27.570;4009.000;30.000
6/23/2022;4:00:34 PM;13.00;6.709;27.580;4006.000;30.000
6/23/2022;4:00:49 PM;13.25;6.707;27.580;4015.000;30.000
6/23/2022;4:01:04 PM;13.50;6.621;27.710;4010.000;30.000
6/23/2022;4:01:19 PM;13.75;6.750;27.520;4012.000;30.000
6/23/2022;4:01:34 PM;14.00;6.721;27.560;3996.000;30.000
6/23/2022;4:01:49 PM;14.25;6.846;27.370;3958.000;30.000
6/23/2022;4:02:04 PM;14.50;6.873;27.330;3949.000;30.000
6/23/2022;4:02:19 PM;14.75;6.923;27.260;3942.000;30.000
6/23/2022;4:02:34 PM;15.00;6.888;27.310;3938.000;30.000
6/23/2022;4:02:49 PM;15.25;6.944;27.230;3950.000;30.000
6/23/2022;4:03:04 PM;15.50;6.952;27.210;3962.000;30.000
6/23/2022;4:03:19 PM;15.75;6.778;27.470;3958.000;30.000
6/23/2022;4:03:34 PM;16.00;6.715;27.570;3990.000;30.000
6/23/2022;4:03:49 PM;16.25;6.771;27.480;3996.000;30.000
6/23/2022;4:04:04 PM;16.50;6.769;27.490;4002.000;30.000
6/23/2022;4:04:19 PM;16.75;6.739;27.530;4003.000;30.000
6/23/2022;4:04:34 PM;17.00;6.773;27.480;4005.000;30.000
6/23/2022;4:04:49 PM;17.25;6.660;27.650;4004.000;30.000
6/23/2022;4:05:04 PM;17.50;6.654;27.660;4000.000;30.000
6/23/2022;4:05:19 PM;17.75;6.768;27.490;4004.000;30.000
6/23/2022;4:05:34 PM;18.00;6.721;27.560;4002.000;30.000
6/23/2022;4:05:49 PM;18.25;6.650;27.670;3992.000;30.000
6/23/2022;4:06:04 PM;18.50;6.728;27.550;3989.000;30.000
6/23/2022;4:06:19 PM;18.75;6.860;27.350;3979.000;30.000
6/23/2022;4:06:34 PM;19.00;6.825;27.400;3987.000;30.000
6/23/2022;4:06:49 PM;19.25;6.733;27.540;3981.000;30.000
6/23/2022;4:07:04 PM;19.50;6.779;27.470;3990.000;30.000
6/23/2022;4:07:19 PM;19.75;6.751;27.510;3980.000;30.000
6/23/2022;4:07:34 PM;20.00;6.748;27.520;3984.000;30.000
6/23/2022;4:07:49 PM;20.25;6.831;27.390;3981.000;30.000
6/23/2022;4:08:04 PM;20.50;6.794;27.450;3990.000;30.000
6/23/2022;4:08:19 PM;20.75;6.701;27.590;3980.000;30.000
6/23/2022;4:08:34 PM;21.00;6.739;27.530;3990.000;30.000
6/23/2022;4:08:49 PM;21.25;6.726;27.550;3987.000;30.000
6/23/2022;4:09:04 PM;21.50;6.726;27.550;3992.000;30.000
6/23/2022;4:09:19 PM;21.75;6.762;27.500;3991.000;30.000
6/23/2022;4:09:34 PM;22.00;6.834;27.390;3977.000;30.000
6/23/2022;4:09:49 PM;22.25;6.767;27.490;3978.000;30.000
6/23/2022;4:10:04 PM;22.50;6.894;27.300;3969.000;30.000
6/23/2022;4:10:19 PM;22.75;6.900;27.290;3969.000;30.000
6/23/2022;4:10:34 PM;23.00;6.789;27.460;3977.000;30.000
6/23/2022;4:10:49 PM;23.25;6.896;27.300;3961.000;30.000
6/23/2022;4:11:04 PM;23.50;6.833;27.390;3964.000;30.000
6/23/2022;4:11:19 PM;23.75;6.873;27.330;3965.000;30.000
6/23/2022;4:11:34 PM;24.00;6.794;27.450;3951.000;30.000
6/23/2022;4:11:49 PM;24.25;6.786;27.460;3971.000;30.000
6/23/2022;4:12:04 PM;24.50;6.928;27.250;3960.000;30.000
6/23/2022;4:12:19 PM;24.75;6.834;27.390;3961.000;30.000
6/23/2022;4:12:34 PM;25.00;6.880;27.320;3954.000;30.000
6/23/2022;4:12:49 PM;25.25;6.894;27.300;3961.000;30.000
