6/23/2022/9:45 AM SW ver:OXY10v3_33
Header Ch-3
Description: 
IDENTIFICATION
PHIboard number   : v1230821
PM number         : 00000000
Serial number     : S DUK 0001 000004   
MUX channel       : ON - 03

PARAMETERS
Signal LED current: 100
Ref LED current   : 063
Ref LED amplitude : 98491
Frequency         : 006
Sending interval  : 0001
Averaging         : 9
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 1
0%a.s.phase 1     : 50.86 at 024.7°C amp 008500
100.00%a.s.phase 2: 28.07 at 024.7°C amp 004400
Date   (ddmmyy)   : 121117
Pressure (mBar)   : 0973

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 973
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
6/23/2022;9:45:01 AM;0.00;10.666;27.170;4058.000;20.000
6/23/2022;9:45:15 AM;0.23;6.930;27.250;4053.000;30.000
6/23/2022;9:45:30 AM;0.48;7.024;27.110;4061.000;30.000
6/23/2022;9:45:45 AM;0.73;7.006;27.140;4052.000;30.000
6/23/2022;9:46:00 AM;0.98;7.093;27.010;4041.000;30.000
6/23/2022;9:46:15 AM;1.23;7.045;27.080;4046.000;30.000
6/23/2022;9:46:30 AM;1.48;7.039;27.090;4047.000;30.000
6/23/2022;9:46:45 AM;1.73;6.975;27.180;4053.000;30.000
6/23/2022;9:47:00 AM;1.98;7.019;27.120;4050.000;30.000
6/23/2022;9:47:15 AM;2.23;6.957;27.210;4046.000;30.000
6/23/2022;9:47:30 AM;2.48;7.047;27.080;4042.000;30.000
6/23/2022;9:47:45 AM;2.73;6.972;27.190;4040.000;30.000
6/23/2022;9:48:00 AM;2.98;7.032;27.100;4054.000;30.000
6/23/2022;9:48:15 AM;3.23;7.050;27.070;4057.000;30.000
6/23/2022;9:48:30 AM;3.48;6.996;27.150;4032.000;30.000
6/23/2022;9:48:45 AM;3.73;7.030;27.100;4037.000;30.000
6/23/2022;9:49:00 AM;3.98;7.077;27.030;4045.000;30.000
6/23/2022;9:49:15 AM;4.23;7.070;27.040;4048.000;30.000
6/23/2022;9:49:30 AM;4.48;7.035;27.090;4039.000;30.000
6/23/2022;9:49:45 AM;4.73;6.964;27.200;4043.000;30.000
6/23/2022;9:50:00 AM;4.98;7.030;27.100;4032.000;30.000
6/23/2022;9:50:15 AM;5.23;6.911;27.280;4041.000;30.000
6/23/2022;9:50:30 AM;5.48;6.959;27.200;4038.000;30.000
6/23/2022;9:50:45 AM;5.73;6.905;27.280;4035.000;30.000
6/23/2022;9:51:00 AM;5.98;6.935;27.240;4042.000;30.000
6/23/2022;9:51:15 AM;6.23;7.048;27.080;4035.000;30.000
6/23/2022;9:51:30 AM;6.48;7.021;27.110;4042.000;30.000
6/23/2022;9:51:45 AM;6.73;6.922;27.260;4038.000;30.000
6/23/2022;9:52:00 AM;6.98;6.988;27.160;4033.000;30.000
6/23/2022;9:52:15 AM;7.23;7.008;27.130;4028.000;30.000
6/23/2022;9:52:30 AM;7.48;6.972;27.180;4030.000;30.000
6/23/2022;9:52:45 AM;7.73;7.087;27.020;4019.000;30.000
6/23/2022;9:53:00 AM;7.98;7.054;27.070;4022.000;30.000
6/23/2022;9:53:15 AM;8.23;7.026;27.110;4028.000;30.000
6/23/2022;9:53:30 AM;8.48;7.040;27.090;4020.000;30.000
6/23/2022;9:53:45 AM;8.73;7.069;27.040;4024.000;30.000
6/23/2022;9:54:00 AM;8.98;7.017;27.120;4030.000;30.000
6/23/2022;9:54:15 AM;9.23;6.972;27.180;4022.000;30.000
6/23/2022;9:54:30 AM;9.48;6.961;27.200;4024.000;30.000
6/23/2022;9:54:45 AM;9.73;7.037;27.090;4020.000;30.000
6/23/2022;9:55:00 AM;9.98;7.030;27.100;4020.000;30.000
6/23/2022;9:55:15 AM;10.23;7.007;27.130;4017.000;30.000
6/23/2022;9:55:30 AM;10.48;6.980;27.170;4023.000;30.000
6/23/2022;9:55:45 AM;10.73;7.128;26.960;4012.000;30.000
6/23/2022;9:56:00 AM;10.98;7.036;27.090;4031.000;30.000
6/23/2022;9:56:15 AM;11.23;7.042;27.080;4013.000;30.000
6/23/2022;9:56:30 AM;11.48;7.020;27.120;4017.000;30.000
6/23/2022;9:56:45 AM;11.73;6.994;27.150;4025.000;30.000
6/23/2022;9:57:00 AM;11.98;7.030;27.100;4020.000;30.000
6/23/2022;9:57:15 AM;12.23;7.061;27.060;4023.000;30.000
6/23/2022;9:57:30 AM;12.48;7.024;27.110;4029.000;30.000
6/23/2022;9:57:45 AM;12.73;7.061;27.060;4018.000;30.000
6/23/2022;9:58:00 AM;12.98;7.012;27.130;4016.000;30.000
6/23/2022;9:58:15 AM;13.23;7.043;27.080;4026.000;30.000
6/23/2022;9:58:30 AM;13.48;7.087;27.020;3994.000;30.000
6/23/2022;9:58:45 AM;13.73;7.149;26.930;3959.000;30.000
6/23/2022;9:59:00 AM;13.98;7.298;26.720;3939.000;30.000
6/23/2022;9:59:15 AM;14.23;7.321;26.690;3932.000;30.000
6/23/2022;9:59:30 AM;14.48;7.267;26.760;3939.000;30.000
6/23/2022;9:59:45 AM;14.73;7.306;26.710;3935.000;30.000
6/23/2022;10:00:00 AM;14.98;7.369;26.620;3948.000;30.000
6/23/2022;10:00:15 AM;15.23;7.151;26.930;3969.000;30.000
6/23/2022;10:00:30 AM;15.48;7.127;26.960;3985.000;30.000
6/23/2022;10:00:45 AM;15.73;7.062;27.050;4003.000;30.000
6/23/2022;10:01:00 AM;15.98;7.155;26.920;4004.000;30.000
6/23/2022;10:01:15 AM;16.23;6.962;27.200;4018.000;30.000
6/23/2022;10:01:30 AM;16.48;7.038;27.090;3999.000;30.000
6/23/2022;10:01:45 AM;16.73;7.133;26.950;4009.000;30.000
6/23/2022;10:02:00 AM;16.98;7.130;26.960;4002.000;30.000
6/23/2022;10:02:15 AM;17.23;7.098;27.000;4007.000;30.000
6/23/2022;10:02:30 AM;17.48;7.134;26.950;3992.000;30.000
6/23/2022;10:02:45 AM;17.73;7.115;26.980;3981.000;30.000
6/23/2022;10:03:00 AM;17.98;7.134;26.950;3984.000;30.000
6/23/2022;10:03:15 AM;18.23;7.142;26.940;3975.000;30.000
6/23/2022;10:03:30 AM;18.48;7.162;26.910;3987.000;30.000
6/23/2022;10:03:45 AM;18.73;7.052;27.070;3975.000;30.000
6/23/2022;10:04:00 AM;18.98;7.067;27.050;3985.000;30.000
6/23/2022;10:04:15 AM;19.23;7.116;26.980;3968.000;30.000
6/23/2022;10:04:30 AM;19.48;7.173;26.900;3976.000;30.000
6/23/2022;10:04:45 AM;19.73;7.244;26.800;3977.000;30.000
6/23/2022;10:05:00 AM;19.98;7.092;27.010;3983.000;30.000
6/23/2022;10:05:15 AM;20.23;7.137;26.950;3981.000;30.000
6/23/2022;10:05:30 AM;20.48;7.134;26.950;3973.000;30.000
6/23/2022;10:05:45 AM;20.73;7.115;26.980;3977.000;30.000
6/23/2022;10:06:00 AM;20.98;7.172;26.900;3982.000;30.000
6/23/2022;10:06:15 AM;21.23;7.156;26.920;3981.000;30.000
6/23/2022;10:06:30 AM;21.48;7.119;26.970;3975.000;30.000
6/23/2022;10:06:45 AM;21.73;7.211;26.840;3957.000;30.000
6/23/2022;10:07:00 AM;21.98;7.208;26.850;3969.000;30.000
6/23/2022;10:07:15 AM;22.23;7.148;26.930;3957.000;30.000
6/23/2022;10:07:30 AM;22.48;7.179;26.890;3963.000;30.000
6/23/2022;10:07:45 AM;22.73;7.221;26.830;3950.000;30.000
6/23/2022;10:08:00 AM;22.98;7.188;26.870;3959.000;30.000
6/23/2022;10:08:15 AM;23.23;7.161;26.910;3948.000;30.000
6/23/2022;10:08:30 AM;23.48;7.197;26.860;3954.000;30.000
6/23/2022;10:08:45 AM;23.73;7.182;26.880;3956.000;30.000
6/23/2022;10:09:00 AM;23.98;7.170;26.900;3958.000;30.000
6/23/2022;10:09:15 AM;24.23;7.182;26.880;3955.000;30.000
6/23/2022;10:09:30 AM;24.48;7.228;26.820;3950.000;30.000
6/23/2022;10:09:45 AM;24.73;7.192;26.870;3951.000;30.000
6/23/2022;10:10:00 AM;24.98;7.190;26.870;3949.000;30.000
6/23/2022;10:10:15 AM;25.23;7.259;26.770;3942.000;30.000
6/23/2022;10:10:30 AM;25.48;7.190;26.870;3928.000;30.000
6/23/2022;10:10:45 AM;25.73;7.242;26.800;3928.000;30.000
6/23/2022;10:11:00 AM;25.98;7.270;26.760;3925.000;30.000
6/23/2022;10:11:15 AM;26.23;7.338;26.670;3922.000;30.000
6/23/2022;10:11:30 AM;26.48;7.274;26.750;3923.000;30.000
6/23/2022;10:11:45 AM;26.73;7.341;26.660;3914.000;30.000
6/23/2022;10:12:00 AM;26.98;7.352;26.650;3923.000;30.000
6/23/2022;10:12:15 AM;27.23;7.292;26.730;3929.000;30.000
6/23/2022;10:12:30 AM;27.48;7.262;26.770;3917.000;30.000
6/23/2022;10:12:45 AM;27.73;7.318;26.690;3919.000;30.000
6/23/2022;10:13:00 AM;27.98;7.356;26.640;3913.000;30.000
6/23/2022;10:13:15 AM;28.23;7.285;26.740;3923.000;30.000
6/23/2022;10:13:30 AM;28.48;7.299;26.720;3914.000;30.000
6/23/2022;10:13:45 AM;28.73;7.378;26.610;3917.000;30.000
6/23/2022;10:14:00 AM;28.98;7.328;26.680;3922.000;30.000
6/23/2022;10:14:15 AM;29.23;7.229;26.820;3910.000;30.000
6/23/2022;10:14:30 AM;29.48;7.341;26.660;3904.000;30.000
6/23/2022;10:14:45 AM;29.73;7.260;26.770;3897.000;30.000
6/23/2022;10:15:00 AM;29.98;7.321;26.690;3901.000;30.000
6/23/2022;10:15:15 AM;30.23;7.422;26.550;3896.000;30.000
6/23/2022;10:15:30 AM;30.48;7.348;26.650;3900.000;30.000
6/23/2022;10:15:45 AM;30.73;7.355;26.640;3887.000;30.000
6/23/2022;10:16:00 AM;30.98;7.308;26.710;3888.000;30.000
6/23/2022;10:16:15 AM;31.23;7.336;26.670;3899.000;30.000
6/23/2022;10:16:30 AM;31.48;7.254;26.780;3891.000;30.000
6/23/2022;10:16:45 AM;31.73;7.426;26.540;3891.000;30.000
6/23/2022;10:17:00 AM;31.98;7.240;26.800;3892.000;30.000
6/23/2022;10:17:15 AM;32.23;7.362;26.630;3892.000;30.000
6/23/2022;10:17:30 AM;32.48;7.264;26.770;3887.000;30.000
6/23/2022;10:17:45 AM;32.73;7.357;26.640;3894.000;30.000
6/23/2022;10:18:00 AM;32.98;7.386;26.600;3886.000;30.000
6/23/2022;10:18:15 AM;33.23;7.556;26.370;3873.000;30.000
6/23/2022;10:18:30 AM;33.48;7.421;26.550;3874.000;30.000
6/23/2022;10:18:45 AM;33.73;7.545;26.380;3871.000;30.000
6/23/2022;10:19:00 AM;33.98;7.557;26.370;3861.000;30.000
6/23/2022;10:19:15 AM;34.23;7.444;26.520;3867.000;30.000
6/23/2022;10:19:30 AM;34.48;7.459;26.500;3855.000;30.000
6/23/2022;10:19:45 AM;34.73;7.587;26.330;3864.000;30.000
6/23/2022;10:20:00 AM;34.98;7.470;26.480;3857.000;30.000
6/23/2022;10:20:15 AM;35.23;7.496;26.450;3864.000;30.000
6/23/2022;10:20:30 AM;35.48;7.488;26.460;3862.000;30.000
6/23/2022;10:20:45 AM;35.73;7.482;26.470;3858.000;30.000
6/23/2022;10:21:00 AM;35.98;7.583;26.330;3860.000;30.000
6/23/2022;10:21:15 AM;36.23;7.436;26.530;3851.000;30.000
6/23/2022;10:21:30 AM;36.48;7.447;26.520;3858.000;30.000
6/23/2022;10:21:45 AM;36.73;7.493;26.450;3848.000;30.000
6/23/2022;10:22:00 AM;36.98;7.525;26.410;3851.000;30.000
6/23/2022;10:22:15 AM;37.23;7.416;26.560;3845.000;30.000
6/23/2022;10:22:30 AM;37.48;7.683;26.200;3845.000;30.000
6/23/2022;10:22:45 AM;37.73;7.565;26.360;3838.000;30.000
6/23/2022;10:23:00 AM;37.98;7.641;26.260;3832.000;30.000
6/23/2022;10:23:15 AM;38.23;7.493;26.450;3833.000;30.000
6/23/2022;10:23:30 AM;38.48;7.548;26.380;3834.000;30.000
6/23/2022;10:23:45 AM;38.73;7.602;26.310;3831.000;30.000
6/23/2022;10:24:00 AM;38.98;7.629;26.270;3834.000;30.000
6/23/2022;10:24:15 AM;39.23;7.672;26.210;3840.000;30.000
6/23/2022;10:24:30 AM;39.48;7.597;26.310;3829.000;30.000
6/23/2022;10:24:45 AM;39.73;7.516;26.420;3824.000;30.000
6/23/2022;10:25:00 AM;39.98;7.589;26.320;3830.000;30.000
6/23/2022;10:25:15 AM;40.23;7.444;26.520;3830.000;30.000
6/23/2022;10:25:30 AM;40.48;7.615;26.290;3839.000;30.000
6/23/2022;10:25:45 AM;40.73;7.529;26.400;3832.000;30.000
6/23/2022;10:26:00 AM;40.98;7.672;26.210;3822.000;30.000
6/23/2022;10:26:15 AM;41.23;7.516;26.420;3812.000;30.000
6/23/2022;10:26:30 AM;41.48;7.685;26.200;3813.000;30.000
6/23/2022;10:26:45 AM;41.73;7.628;26.270;3812.000;30.000
6/23/2022;10:27:00 AM;41.98;7.627;26.270;3809.000;30.000
6/23/2022;10:27:15 AM;42.23;7.683;26.200;3807.000;30.000
6/23/2022;10:27:30 AM;42.48;7.645;26.250;3806.000;30.000
6/23/2022;10:27:45 AM;42.73;7.711;26.160;3804.000;30.000
6/23/2022;10:28:00 AM;42.98;7.477;26.470;3813.000;30.000
6/23/2022;10:28:15 AM;43.23;7.609;26.300;3805.000;30.000
6/23/2022;10:28:30 AM;43.48;7.715;26.160;3816.000;30.000
6/23/2022;10:28:45 AM;43.73;7.507;26.430;3823.000;30.000
6/23/2022;10:29:00 AM;43.98;7.674;26.210;3819.000;30.000
6/23/2022;10:29:15 AM;44.23;7.496;26.450;3811.000;30.000
6/23/2022;10:29:30 AM;44.48;7.528;26.410;3820.000;30.000
6/23/2022;10:29:45 AM;44.73;7.582;26.330;3805.000;30.000
6/23/2022;10:30:00 AM;44.98;7.664;26.230;3793.000;30.000
6/23/2022;10:30:15 AM;45.23;7.633;26.270;3795.000;30.000
6/23/2022;10:30:30 AM;45.48;7.623;26.280;3800.000;30.000
6/23/2022;10:30:45 AM;45.73;7.820;26.020;3793.000;30.000
6/23/2022;10:31:00 AM;45.98;7.666;26.220;3801.000;30.000
6/23/2022;10:31:15 AM;46.23;7.695;26.180;3786.000;30.000
6/23/2022;10:31:30 AM;46.48;7.654;26.240;3792.000;30.000
6/23/2022;10:31:45 AM;46.73;7.778;26.080;3798.000;30.000
6/23/2022;10:32:00 AM;46.98;7.671;26.220;3796.000;30.000
6/23/2022;10:32:15 AM;47.23;7.593;26.320;3805.000;30.000
6/23/2022;10:32:30 AM;47.48;7.569;26.350;3807.000;30.000
6/23/2022;10:32:45 AM;47.73;7.738;26.130;3790.000;30.000
6/23/2022;10:33:00 AM;47.98;7.557;26.370;3799.000;30.000
6/23/2022;10:33:15 AM;48.23;7.629;26.270;3796.000;30.000
6/23/2022;10:33:30 AM;48.48;7.687;26.190;3799.000;30.000
6/23/2022;10:33:45 AM;48.73;7.692;26.190;3786.000;30.000
6/23/2022;10:34:00 AM;48.98;7.677;26.210;3792.000;30.000
6/23/2022;10:34:15 AM;49.23;7.775;26.080;3789.000;30.000
6/23/2022;10:34:30 AM;49.48;7.762;26.100;3770.000;30.000
6/23/2022;10:34:45 AM;49.73;7.831;26.010;3775.000;30.000
6/23/2022;10:35:00 AM;49.98;7.822;26.020;3788.000;30.000
6/23/2022;10:35:15 AM;50.23;7.727;26.140;3778.000;30.000
6/23/2022;10:35:30 AM;50.48;7.679;26.210;3782.000;30.000
6/23/2022;10:35:45 AM;50.73;7.771;26.090;3778.000;30.000
6/23/2022;10:36:00 AM;50.98;7.820;26.020;3773.000;30.000
6/23/2022;10:36:15 AM;51.23;7.719;26.150;3784.000;30.000
6/23/2022;10:36:30 AM;51.48;7.803;26.040;3786.000;30.000
6/23/2022;10:36:45 AM;51.73;7.750;26.110;3793.000;30.000
6/23/2022;10:37:00 AM;51.98;7.780;26.070;3782.000;30.000
6/23/2022;10:37:15 AM;52.23;7.656;26.240;3786.000;30.000
6/23/2022;10:37:30 AM;52.48;7.643;26.250;3787.000;30.000
6/23/2022;10:37:45 AM;52.73;7.546;26.380;3785.000;30.000
6/23/2022;10:38:00 AM;52.98;7.694;26.190;3780.000;30.000
6/23/2022;10:38:15 AM;53.23;7.737;26.130;3770.000;30.000
6/23/2022;10:38:30 AM;53.48;7.805;26.040;3773.000;30.000
6/23/2022;10:38:45 AM;53.73;7.747;26.120;3767.000;30.000
6/23/2022;10:39:00 AM;53.98;7.690;26.190;3782.000;30.000
6/23/2022;10:39:15 AM;54.23;7.809;26.040;3773.000;30.000
6/23/2022;10:39:30 AM;54.48;7.603;26.310;3780.000;30.000
6/23/2022;10:39:45 AM;54.73;7.764;26.090;3774.000;30.000
6/23/2022;10:40:00 AM;54.98;7.678;26.210;3779.000;30.000
6/23/2022;10:40:15 AM;55.23;7.672;26.210;3770.000;30.000
6/23/2022;10:40:30 AM;55.48;7.682;26.200;3776.000;30.000
6/23/2022;10:40:45 AM;55.73;7.729;26.140;3778.000;30.000
6/23/2022;10:41:00 AM;55.98;7.694;26.190;3778.000;30.000
6/23/2022;10:41:15 AM;56.23;7.739;26.130;3774.000;30.000
6/23/2022;10:41:30 AM;56.48;7.693;26.190;3772.000;30.000
6/23/2022;10:41:45 AM;56.73;7.768;26.090;3774.000;30.000
6/23/2022;10:42:00 AM;56.98;7.758;26.100;3761.000;30.000
6/23/2022;10:42:15 AM;57.23;7.862;25.970;3760.000;30.000
6/23/2022;10:42:30 AM;57.48;7.917;25.900;3757.000;30.000
6/23/2022;10:42:45 AM;57.73;7.842;25.990;3757.000;30.000
6/23/2022;10:43:00 AM;57.98;7.821;26.020;3753.000;30.000
6/23/2022;10:43:15 AM;58.23;7.782;26.070;3762.000;30.000
6/23/2022;10:43:30 AM;58.48;7.749;26.110;3753.000;30.000
6/23/2022;10:43:45 AM;58.73;7.721;26.150;3761.000;30.000
6/23/2022;10:44:00 AM;58.98;7.880;25.950;3757.000;30.000
6/23/2022;10:44:15 AM;59.23;7.842;25.990;3763.000;30.000
6/23/2022;10:44:30 AM;59.48;7.766;26.090;3751.000;30.000
6/23/2022;10:44:45 AM;59.73;7.734;26.130;3747.000;30.000
6/23/2022;10:45:00 AM;59.98;7.829;26.010;3763.000;30.000
6/23/2022;10:45:15 AM;60.23;7.749;26.110;3751.000;30.000
